0.4182,1.8924,0.3981,0.8053
0.5595,0.3299,0.6352,0.6354
0.6641,0.3015,0.6219,0.6201
0.6726,0.2851,0.6631,0.5841
0.6913,0.2759,0.6812,0.5638
0.6940,0.2682,0.6773,0.5714
0.6981,0.2671,0.6910,0.5441
0.6993,0.2656,0.6822,0.5512
0.7000,0.2653,0.7047,0.5276
0.7077,0.2586,0.6890,0.5473
0.7172,0.2535,0.6983,0.5377
0.7242,0.2521,0.7096,0.5196
0.7342,0.2423,0.7165,0.5211
0.7300,0.2459,0.7057,0.5135
0.7429,0.2392,0.7370,0.5043
0.7385,0.2391,0.7101,0.5258
0.7483,0.2326,0.6885,0.5567
0.7549,0.2292,0.7380,0.4930
0.7605,0.2228,0.7591,0.4664
0.7644,0.2236,0.7493,0.4887
0.7687,0.2188,0.7581,0.4694
0.7768,0.2149,0.7595,0.4709
0.7832,0.2109,0.7698,0.4473
0.7827,0.2085,0.7272,0.5198
0.7742,0.2134,0.7718,0.4515
0.7827,0.2053,0.7400,0.4880
0.7795,0.2052,0.7478,0.4961
0.8009,0.1982,0.7801,0.4358
0.7884,0.1989,0.7772,0.4309
0.8012,0.1948,0.7640,0.4552
0.8078,0.1941,0.7816,0.4326
0.8045,0.1921,0.7889,0.4174
0.8076,0.1877,0.7899,0.4230
0.8055,0.1866,0.7865,0.4189
0.8186,0.1848,0.7806,0.4335
0.8205,0.1805,0.7958,0.4030
0.8173,0.1907,0.7953,0.4153
0.8214,0.1789,0.7840,0.4302
0.8259,0.1755,0.8022,0.4083
0.8315,0.1713,0.8095,0.3866
0.8311,0.1736,0.7968,0.4144
0.8297,0.1786,0.7826,0.4399
0.8376,0.1642,0.7997,0.3905
0.8414,0.1654,0.8075,0.4048
0.8429,0.1617,0.8071,0.3888
0.8404,0.1587,0.8115,0.3775
0.8507,0.1601,0.8222,0.3656
0.8546,0.1517,0.8168,0.3872
0.8574,0.1506,0.8198,0.3597
0.8523,0.1542,0.8291,0.3685
0.8642,0.1462,0.8266,0.4442
0.8461,0.1627,0.8252,0.3587
0.8667,0.1423,0.8477,0.3397
0.8440,0.1660,0.8310,0.3492
0.8623,0.1470,0.8164,0.3795
0.8513,0.1585,0.8242,0.3746
0.8624,0.1458,0.8413,0.3391
0.8645,0.1395,0.8330,0.3598
0.8732,0.1372,0.8609,0.2981
0.8683,0.1375,0.8580,0.3094
0.8842,0.1276,0.8639,0.3034
0.8814,0.1302,0.8477,0.3046
0.8791,0.1339,0.8438,0.3213
0.8889,0.1242,0.8604,0.2996
0.8809,0.1239,0.8604,0.2897
0.8789,0.1304,0.8604,0.3030
0.8402,0.1902,0.6719,0.5601
0.7374,0.2439,0.7586,0.4748
0.7746,0.2145,0.7850,0.4336
0.7988,0.1975,0.7992,0.4138
0.8146,0.1853,0.8095,0.3891
0.8273,0.1761,0.8198,0.3928
0.8445,0.1640,0.8291,0.3585
0.8474,0.1663,0.8364,0.3518
0.8560,0.1579,0.8310,0.3514
0.8624,0.1497,0.8408,0.3396
0.8663,0.1418,0.8536,0.3166
0.8773,0.1334,0.8590,0.3181
0.8788,0.1321,0.8355,0.3722
0.8686,0.1449,0.8678,0.2971
0.8814,0.1267,0.8737,0.2802
0.8790,0.1360,0.8624,0.3010
0.8764,0.1325,0.8639,0.3011
0.8847,0.1252,0.8276,0.3628
0.8583,0.1448,0.8668,0.2945
0.8901,0.1184,0.8761,0.2632
0.8999,0.1098,0.8790,0.2580
0.9014,0.1111,0.8761,0.2742
0.8608,0.1517,0.8546,0.3246
0.8882,0.1214,0.8834,0.2527
0.9039,0.1025,0.8800,0.2424
0.9111,0.0993,0.8893,0.2365
0.8994,0.1092,0.8834,0.2492
0.9098,0.1027,0.8908,0.2349
0.9077,0.0997,0.7693,0.7524
0.7798,0.2371,0.8159,0.3604
0.8557,0.1486,0.8761,0.2872
0.8997,0.1146,0.8976,0.2476
0.9079,0.1012,0.8952,0.2266
0.9069,0.1067,0.8815,0.2580
