0.5320,0.4688,0.6469,0.6063
0.6478,0.2915,0.6596,0.5860
0.6713,0.2780,0.6939,0.5376
0.6992,0.2663,0.7214,0.5083
0.7140,0.2533,0.7253,0.4982
0.7232,0.2431,0.7331,0.4903
0.7329,0.2390,0.7419,0.4845
0.7412,0.2351,0.7551,0.4758
0.7441,0.2333,0.7659,0.4579
0.7578,0.2276,0.7786,0.4510
0.7669,0.2216,0.7556,0.4712
0.7687,0.2192,0.7889,0.4393
0.7803,0.2141,0.7811,0.4486
0.7707,0.2144,0.7835,0.4420
0.7902,0.2055,0.7791,0.4456
0.8028,0.1980,0.8007,0.4183
0.7987,0.2004,0.8012,0.4114
0.7981,0.2021,0.7674,0.4558
0.7941,0.2022,0.7997,0.4192
0.8082,0.1936,0.8213,0.3921
0.8116,0.1859,0.8213,0.3855
0.8256,0.1809,0.8257,0.3786
0.8236,0.1849,0.8227,0.3817
0.8199,0.1851,0.8213,0.3785
0.8332,0.1768,0.8271,0.3851
0.8352,0.1702,0.8281,0.3692
0.8373,0.1679,0.8257,0.3773
0.8365,0.1696,0.8345,0.3610
0.8374,0.1666,0.8374,0.3626
0.8513,0.1589,0.8374,0.3634
0.8437,0.1679,0.8477,0.3368
0.8487,0.1589,0.8452,0.3345
0.8477,0.1590,0.8457,0.3482
0.8580,0.1508,0.8399,0.3560
0.8607,0.1476,0.8521,0.3349
0.8537,0.1503,0.8614,0.3167
0.8625,0.1449,0.8624,0.3275
0.8591,0.1483,0.8658,0.3012
0.8665,0.1411,0.8614,0.2995
0.8684,0.1439,0.8624,0.3149
0.8738,0.1409,0.8100,0.3785
0.8543,0.1565,0.8570,0.3123
0.8778,0.1364,0.8595,0.3318
0.8759,0.1329,0.8673,0.2961
0.8803,0.1274,0.8830,0.2727
0.8840,0.1223,0.8849,0.2672
0.8885,0.1204,0.8859,0.2535
0.8824,0.1285,0.8898,0.2591
0.8945,0.1157,0.8962,0.2417
0.8983,0.1103,0.8830,0.2854
0.8962,0.1143,0.8913,0.2572
0.8952,0.1175,0.8864,0.2541
0.9052,0.1102,0.8957,0.2315
0.9108,0.1007,0.8981,0.2370
0.9079,0.1020,0.8981,0.2498
0.8887,0.1300,0.8967,0.2528
0.8984,0.1186,0.9050,0.2245
0.9188,0.0921,0.9079,0.2271
0.9151,0.0954,0.9207,0.1950
0.9273,0.0889,0.9216,0.1923
0.9253,0.0862,0.8918,0.2659
0.9187,0.0890,0.9143,0.2266
0.9264,0.0907,0.9236,0.1864
0.9291,0.0821,0.9256,0.1787
0.9334,0.0762,0.9310,0.1698
0.9363,0.0768,0.9216,0.1872
0.9323,0.0800,0.9192,0.1947
0.9382,0.0729,0.9339,0.1655
0.9397,0.0698,0.9001,0.2705
0.9392,0.0729,0.9363,0.1633
0.9367,0.0744,0.9261,0.1773
0.9399,0.0693,0.9275,0.1856
0.9480,0.0614,0.9334,0.1699
0.9483,0.0645,0.9221,0.1989
0.9425,0.0709,0.9261,0.1843
0.9486,0.0611,0.9300,0.1890
0.9448,0.0643,0.9442,0.1487
0.9555,0.0551,0.9412,0.1478
0.9592,0.0515,0.9373,0.1862
0.9492,0.0637,0.9417,0.1779
0.9581,0.0529,0.9481,0.1433
0.9524,0.0564,0.9417,0.1757
0.9585,0.0521,0.9383,0.1927
0.9565,0.0491,0.9447,0.1585
0.9578,0.0556,0.9447,0.1573
0.9580,0.0527,0.9496,0.1378
0.9634,0.0456,0.9496,0.1756
0.9634,0.0480,0.9481,0.1420
0.9653,0.0462,0.9628,0.1014
0.9717,0.0367,0.9564,0.1145
0.9670,0.0415,0.9491,0.1480
0.9601,0.0522,0.9530,0.1303
0.9612,0.0509,0.9574,0.1132
0.9725,0.0345,0.9584,0.1183
0.9722,0.0356,0.9647,0.1009
0.9707,0.0380,0.9579,0.1207
0.9751,0.0328,0.9662,0.1143
0.9754,0.0287,0.9603,0.1152
0.9802,0.0297,0.9589,0.1148
0.9788,0.0330,0.9603,0.1173
