0.5201,0.5288,0.6559,0.6057
0.6471,0.2945,0.6867,0.5639
0.6713,0.2792,0.6882,0.5487
0.6891,0.2686,0.7283,0.5126
0.7149,0.2566,0.7078,0.5450
0.7103,0.2535,0.7445,0.4962
0.7254,0.2439,0.7509,0.4841
0.7392,0.2382,0.7778,0.4534
0.7449,0.2339,0.7900,0.4428
0.7561,0.2256,0.7744,0.4565
0.7588,0.2222,0.7768,0.4439
0.7666,0.2184,0.7866,0.4378
0.7675,0.2165,0.7641,0.4517
0.7736,0.2131,0.7861,0.4328
0.7760,0.2075,0.7846,0.4417
0.7834,0.2072,0.7930,0.4252
0.7928,0.2016,0.7974,0.4270
0.7916,0.2010,0.8071,0.4061
0.8141,0.1854,0.8218,0.3880
0.8116,0.1900,0.8346,0.3698
0.8142,0.1893,0.8169,0.3875
0.8221,0.1786,0.8223,0.3857
0.8260,0.1790,0.8424,0.3544
0.8230,0.1754,0.8512,0.3433
0.8356,0.1708,0.8439,0.3554
0.8340,0.1714,0.8355,0.3436
0.8465,0.1595,0.8502,0.3440
0.8415,0.1632,0.8546,0.3302
0.8519,0.1553,0.8576,0.3128
0.8468,0.1568,0.8605,0.3196
0.8087,0.2022,0.8414,0.3594
0.8335,0.1741,0.8448,0.3366
0.8512,0.1588,0.8492,0.3383
0.8423,0.1581,0.8590,0.3169
0.8547,0.1530,0.8664,0.3141
0.8630,0.1491,0.8576,0.3170
0.8681,0.1427,0.8605,0.3186
0.8635,0.1425,0.8659,0.3060
0.8713,0.1392,0.8718,0.2864
0.8724,0.1360,0.8722,0.2940
0.8757,0.1333,0.8811,0.2866
0.8790,0.1262,0.8860,0.2720
0.8800,0.1266,0.8928,0.2677
0.8112,0.2079,0.8326,0.3671
0.8331,0.1669,0.8492,0.3339
0.8584,0.1491,0.8722,0.3049
0.8808,0.1323,0.8737,0.2984
0.8803,0.1313,0.8742,0.2925
0.8839,0.1272,0.8718,0.2894
0.8834,0.1325,0.8815,0.2683
0.8906,0.1228,0.8879,0.2702
0.8938,0.1166,0.8811,0.2730
0.8907,0.1209,0.8918,0.2537
0.8893,0.1178,0.8977,0.2458
0.8976,0.1139,0.8997,0.2553
0.8971,0.1118,0.8923,0.2523
0.9064,0.1081,0.9055,0.2374
0.8915,0.1200,0.8860,0.2647
0.8911,0.1183,0.9104,0.2416
0.9023,0.1076,0.9036,0.2496
0.9211,0.0951,0.9129,0.2311
0.9167,0.0952,0.9153,0.2177
0.9140,0.0962,0.8644,0.3496
0.8909,0.1290,0.9163,0.2153
0.9206,0.0904,0.9187,0.2190
0.9165,0.0940,0.9163,0.2142
0.9209,0.0911,0.8962,0.2421
0.9147,0.0994,0.9178,0.2048
0.9261,0.0895,0.9173,0.2063
0.9291,0.0871,0.9119,0.2667
0.9339,0.0839,0.9134,0.2137
0.9212,0.0949,0.9246,0.1995
0.9208,0.1040,0.8194,0.4019
0.8238,0.1763,0.8654,0.3077
0.8688,0.1401,0.8825,0.2837
0.8862,0.1222,0.8943,0.2485
0.9065,0.1047,0.8982,0.2504
0.9102,0.1018,0.9090,0.2216
0.9143,0.0962,0.8977,0.2427
0.9189,0.0986,0.9192,0.2193
0.9254,0.0846,0.9173,0.2089
0.9289,0.0825,0.9261,0.1910
0.9346,0.0782,0.9124,0.2411
0.9155,0.1031,0.9173,0.2020
0.9317,0.0798,0.9271,0.1946
0.9363,0.0753,0.9280,0.1963
0.9406,0.0685,0.9305,0.2045
0.9181,0.0997,0.9251,0.2049
0.9379,0.0707,0.9207,0.2271
0.9298,0.0775,0.9256,0.2022
0.9374,0.0738,0.9373,0.1889
0.9501,0.0572,0.9339,0.1872
0.9482,0.0646,0.9354,0.1997
0.9442,0.0648,0.9403,0.1767
0.9493,0.0601,0.9266,0.2000
0.9293,0.0817,0.9320,0.1929
0.9437,0.0708,0.9388,0.1769
0.9518,0.0598,0.9413,0.1674
0.9511,0.0560,0.9388,0.1978
0.9610,0.0550,0.9350,0.1940
