0.5181,0.6051,0.6729,0.6021
0.6502,0.2957,0.6856,0.5661
0.6688,0.2833,0.6758,0.5672
0.6912,0.2696,0.6944,0.5412
0.6966,0.2657,0.7218,0.5197
0.7159,0.2564,0.7253,0.5131
0.7208,0.2519,0.7145,0.5246
0.7201,0.2515,0.7277,0.5068
0.7358,0.2403,0.7385,0.4936
0.7374,0.2370,0.7542,0.4598
0.7505,0.2311,0.7390,0.4989
0.7506,0.2283,0.7777,0.4387
0.7602,0.2220,0.7747,0.4433
0.7604,0.2183,0.7635,0.4562
0.7713,0.2102,0.7644,0.4513
0.7675,0.2172,0.7884,0.4100
0.7751,0.2149,0.7948,0.4138
0.7800,0.2070,0.7796,0.4281
0.7836,0.2034,0.7782,0.4217
0.7842,0.2022,0.8252,0.3806
0.8017,0.1938,0.8149,0.3827
0.7959,0.2008,0.8017,0.3942
0.7985,0.1978,0.8031,0.3928
0.8098,0.1928,0.8252,0.3620
0.8135,0.1907,0.8222,0.3710
0.8197,0.1868,0.8355,0.3805
0.8189,0.1823,0.8369,0.3586
0.8122,0.1823,0.8428,0.3454
0.8290,0.1770,0.8433,0.3595
0.8396,0.1667,0.8462,0.3401
0.8344,0.1707,0.8487,0.3527
0.8421,0.1651,0.8262,0.3770
0.8365,0.1669,0.8482,0.3469
0.8511,0.1573,0.8575,0.3257
0.8521,0.1542,0.8350,0.3684
0.8445,0.1603,0.8653,0.3085
0.8428,0.1580,0.8648,0.3130
0.8560,0.1544,0.8629,0.3098
0.8633,0.1489,0.8678,0.3555
0.8518,0.1628,0.8683,0.3609
0.8668,0.1507,0.8737,0.3544
0.8532,0.1529,0.8663,0.3058
0.8649,0.1431,0.8751,0.2944
0.8645,0.1421,0.8585,0.3167
0.8746,0.1358,0.8795,0.2827
0.8726,0.1353,0.8903,0.2795
0.8917,0.1201,0.8903,0.2666
0.8817,0.1288,0.8790,0.2740
0.8793,0.1260,0.8864,0.2750
0.8813,0.1261,0.8805,0.3265
0.8921,0.1178,0.8932,0.2667
0.8965,0.1161,0.8976,0.2523
0.8929,0.1142,0.8869,0.2694
0.8892,0.1191,0.8149,0.3987
0.8267,0.1942,0.8790,0.2877
0.8796,0.1315,0.8820,0.2782
0.8918,0.1218,0.8908,0.2690
0.8934,0.1143,0.9001,0.2537
0.8961,0.1157,0.9050,0.2331
0.9088,0.1015,0.8908,0.2836
0.9040,0.1086,0.9021,0.2277
0.9091,0.0988,0.9163,0.2249
0.9141,0.0970,0.9158,0.2310
0.9268,0.0849,0.9158,0.2206
0.9200,0.0873,0.9207,0.1857
0.9200,0.0927,0.9207,0.1882
0.9094,0.1028,0.8810,0.2864
0.9013,0.1079,0.8996,0.2458
0.9152,0.0979,0.9216,0.1923
0.9207,0.0921,0.9251,0.1886
0.9278,0.0819,0.9167,0.1964
0.9276,0.0815,0.9280,0.1707
0.9383,0.0740,0.9241,0.1696
0.9338,0.0783,0.9319,0.1749
0.9347,0.0734,0.9251,0.1765
0.9281,0.0837,0.9295,0.1921
0.9243,0.0929,0.8932,0.2441
0.9133,0.1035,0.9280,0.1729
0.9351,0.0767,0.9251,0.1821
0.9341,0.0830,0.9432,0.1525
0.9362,0.0749,0.9398,0.1795
0.9456,0.0651,0.9334,0.1907
0.9302,0.0817,0.9290,0.1789
0.9210,0.1089,0.9261,0.1686
0.9468,0.0655,0.9412,0.1524
0.9536,0.0550,0.9456,0.1308
0.9540,0.0571,0.9412,0.1969
0.9536,0.0528,0.9481,0.1564
0.9515,0.0549,0.9466,0.1502
0.9512,0.0631,0.9574,0.1276
0.8809,0.2995,0.8404,0.3419
0.8664,0.1466,0.8697,0.2934
0.8894,0.1229,0.8805,0.2605
0.9010,0.1108,0.9055,0.2226
0.9114,0.0968,0.9119,0.2000
0.9280,0.0835,0.9231,0.1935
0.9353,0.0767,0.9261,0.1858
0.9347,0.0738,0.9310,0.1727
0.9420,0.0688,0.9310,0.1802
0.9173,0.1017,0.9300,0.1761
